dataset_name,attribute_name,error_mechanic,error_type_table,error_rate,data_file,n_fds,gpdep_mean,partial_value_mean,fd_hold_pct,fd_hold_weighted,fd_violated_pct,qw_bin,cordts_pipino,heinrich_product_exact,hinrichs_exact
hospital,Address3,ECAR,Extraneous,0.05,hospital__Address3__ECAR__Extraneous__r0.05.csv,143,0.30164033394233386,0.9988461549465473,1.0,0.30164033394233386,0.0,1.0,1.0,1,1.0
hospital,Address3,ECAR,MissingValue,0.0,hospital__Address3__ECAR__MissingValue__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ECAR,MissingValue,0.01,hospital__Address3__ECAR__MissingValue__r0.01.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ECAR,MissingValue,0.015,hospital__Address3__ECAR__MissingValue__r0.015.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ECAR,MissingValue,0.02,hospital__Address3__ECAR__MissingValue__r0.02.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ECAR,MissingValue,0.025,hospital__Address3__ECAR__MissingValue__r0.025.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ECAR,MissingValue,0.03,hospital__Address3__ECAR__MissingValue__r0.03.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ECAR,MissingValue,0.035,hospital__Address3__ECAR__MissingValue__r0.035.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ECAR,MissingValue,0.04,hospital__Address3__ECAR__MissingValue__r0.04.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ECAR,MissingValue,0.045,hospital__Address3__ECAR__MissingValue__r0.045.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ECAR,MissingValue,0.05,hospital__Address3__ECAR__MissingValue__r0.05.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ECAR,Permutate,0.0,hospital__Address3__ECAR__Permutate_space__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ECAR,Replace_1_I,0.0,hospital__Address3__ECAR__Replace_1_I__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ECAR,Replace_boulevard_blvd,0.0,hospital__Address3__ECAR__Replace_boulevard_blvd__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ECAR,Replace_street_st,0.0,hospital__Address3__ECAR__Replace_street_st__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ECAR,Typo,0.0,hospital__Address3__ECAR__Typo__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,Extraneous,0.0,hospital__Address3__ENAR__Extraneous__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,Extraneous,0.01,hospital__Address3__ENAR__Extraneous__r0.01.csv,143,0.2975503768523768,0.9988461549465473,1.0,0.2975503768523768,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,Extraneous,0.015,hospital__Address3__ENAR__Extraneous__r0.015.csv,143,0.298102924154924,0.9988461549465473,1.0,0.298102924154924,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,Extraneous,0.02,hospital__Address3__ENAR__Extraneous__r0.02.csv,143,0.29909796639996633,0.9988461549465473,1.0,0.29909796639996633,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,Extraneous,0.025,hospital__Address3__ENAR__Extraneous__r0.025.csv,143,0.2997383007903007,0.9988461549465473,1.0,0.2997383007903007,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,Extraneous,0.03,hospital__Address3__ENAR__Extraneous__r0.03.csv,143,0.3005903608923608,0.9988461549465473,1.0,0.3005903608923608,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,Extraneous,0.035,hospital__Address3__ENAR__Extraneous__r0.035.csv,143,0.30140239845439837,0.9988461549465473,1.0,0.30140239845439837,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,Extraneous,0.04,hospital__Address3__ENAR__Extraneous__r0.04.csv,143,0.3023842036862036,0.9988461549465473,1.0,0.3023842036862036,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,Extraneous,0.045,hospital__Address3__ENAR__Extraneous__r0.045.csv,143,0.30285046190246184,0.9988461549465473,1.0,0.30285046190246184,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,Extraneous,0.05,hospital__Address3__ENAR__Extraneous__r0.05.csv,143,0.30319977450177443,0.9988461549465473,1.0,0.30319977450177443,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,MissingValue,0.0,hospital__Address3__ENAR__MissingValue__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,MissingValue,0.01,hospital__Address3__ENAR__MissingValue__r0.01.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,MissingValue,0.015,hospital__Address3__ENAR__MissingValue__r0.015.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,MissingValue,0.02,hospital__Address3__ENAR__MissingValue__r0.02.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,MissingValue,0.025,hospital__Address3__ENAR__MissingValue__r0.025.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,MissingValue,0.03,hospital__Address3__ENAR__MissingValue__r0.03.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,MissingValue,0.035,hospital__Address3__ENAR__MissingValue__r0.035.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,MissingValue,0.04,hospital__Address3__ENAR__MissingValue__r0.04.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,MissingValue,0.045,hospital__Address3__ENAR__MissingValue__r0.045.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,MissingValue,0.05,hospital__Address3__ENAR__MissingValue__r0.05.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,Permutate,0.0,hospital__Address3__ENAR__Permutate_space__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,Replace_1_I,0.0,hospital__Address3__ENAR__Replace_1_I__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,Replace_boulevard_blvd,0.0,hospital__Address3__ENAR__Replace_boulevard_blvd__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,Replace_street_st,0.0,hospital__Address3__ENAR__Replace_street_st__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Address3,ENAR,Typo,0.0,hospital__Address3__ENAR__Typo__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,City,EAR,CategorySwap,0.0,hospital__City__EAR__CategorySwap__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,City,EAR,CategorySwap,0.01,hospital__City__EAR__CategorySwap__r0.01.csv,143,0.29600661899661884,0.99842657492711,1.0,0.29600661899661884,0.0,1.0,1.0,1,1.0
hospital,City,EAR,CategorySwap,0.015,hospital__City__EAR__CategorySwap__r0.015.csv,143,0.29579923589323576,0.9982167849173913,1.0,0.29579923589323576,0.0,1.0,1.0,1,1.0
hospital,City,EAR,CategorySwap,0.02,hospital__City__EAR__CategorySwap__r0.02.csv,143,0.2958215750435749,0.998265735336117,1.0,0.2958215750435749,0.0,1.0,1.0,1,1.0
hospital,City,EAR,CategorySwap,0.025,hospital__City__EAR__CategorySwap__r0.025.csv,143,0.2958721699741699,0.9983216799222506,1.0,0.2958721699741699,0.0,1.0,1.0,1,1.0
hospital,City,EAR,CategorySwap,0.03,hospital__City__EAR__CategorySwap__r0.03.csv,143,0.29534970524370513,0.9977622398963342,1.0,0.29534970524370513,0.0,1.0,1.0,1,1.0
hospital,City,EAR,CategorySwap,0.035,hospital__City__EAR__CategorySwap__r0.035.csv,143,0.2954887972867972,0.9979580428216841,1.0,0.2954887972867972,0.0,1.0,1.0,1,1.0
hospital,City,EAR,CategorySwap,0.04,hospital__City__EAR__CategorySwap__r0.04.csv,143,0.29542356399756386,0.9978531478168248,1.0,0.29542356399756386,0.0,1.0,1.0,1,1.0
hospital,City,EAR,CategorySwap,0.045,hospital__City__EAR__CategorySwap__r0.045.csv,143,0.2949679487179486,0.997398602378952,1.0,0.2949679487179486,0.0,1.0,1.0,1,1.0
hospital,City,EAR,CategorySwap,0.05,hospital__City__EAR__CategorySwap__r0.05.csv,143,0.29473550301350293,0.9972027982031548,0.993006993006993,0.2926744155798421,0.006993006993006978,0.9793060272587213,0.9473684210526316,0,0.5
hospital,City,EAR,MissingValue,0.0,hospital__City__EAR__MissingValue__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,City,EAR,MissingValue,0.01,hospital__City__EAR__MissingValue__r0.01.csv,143,0.2960455283955283,0.9984545465949533,1.0,0.2960455283955283,0.0,1.0,1.0,1,1.0
hospital,City,EAR,MissingValue,0.015,hospital__City__EAR__MissingValue__r0.015.csv,143,0.2958619603239602,0.9982587428359718,1.0,0.2958619603239602,0.0,1.0,1.0,1,1.0
hospital,City,EAR,MissingValue,0.02,hospital__City__EAR__MissingValue__r0.02.csv,143,0.2961708790328789,0.9985944057678009,1.0,0.2961708790328789,0.0,1.0,1.0,1,1.0
hospital,City,EAR,MissingValue,0.025,hospital__City__EAR__MissingValue__r0.025.csv,143,0.29541891061691056,0.9978391628165345,1.0,0.29541891061691056,0.0,1.0,1.0,1,1.0
hospital,City,EAR,MissingValue,0.03,hospital__City__EAR__MissingValue__r0.03.csv,143,0.29555075194075187,0.9979440569877625,1.0,0.29555075194075187,0.0,1.0,1.0,1,1.0
hospital,City,EAR,MissingValue,0.035,hospital__City__EAR__MissingValue__r0.035.csv,143,0.29561047465647455,0.9980419599092923,1.0,0.29561047465647455,0.0,1.0,1.0,1,1.0
hospital,City,EAR,MissingValue,0.04,hospital__City__EAR__MissingValue__r0.04.csv,143,0.2957396022736022,0.9981398607467438,1.0,0.2957396022736022,0.0,1.0,1.0,1,1.0
hospital,City,EAR,MissingValue,0.045,hospital__City__EAR__MissingValue__r0.045.csv,143,0.2956139678839678,0.9980209807415942,1.0,0.2956139678839678,0.0,1.0,1.0,1,1.0
hospital,City,EAR,MissingValue,0.05,hospital__City__EAR__MissingValue__r0.05.csv,143,0.2947157546497546,0.9971678336183508,1.0,0.2947157546497546,0.0,1.0,1.0,1,1.0
hospital,City,EAR,Typo,0.0,hospital__City__EAR__Typo__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,CategorySwap,0.0,hospital__City__ECAR__CategorySwap__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,CategorySwap,0.01,hospital__City__ECAR__CategorySwap__r0.01.csv,143,0.2959698486318485,0.9983916099254901,1.0,0.2959698486318485,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,CategorySwap,0.015,hospital__City__ECAR__CategorySwap__r0.015.csv,143,0.2957997708057707,0.9982167849173913,1.0,0.2957997708057707,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,CategorySwap,0.02,hospital__City__ECAR__CategorySwap__r0.02.csv,143,0.2955213998473997,0.9979720294892371,1.0,0.2955213998473997,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,CategorySwap,0.025,hospital__City__ECAR__CategorySwap__r0.025.csv,143,0.29533990394590387,0.9977552469793733,1.0,0.29533990394590387,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,CategorySwap,0.03,hospital__City__ECAR__CategorySwap__r0.03.csv,143,0.295090641088641,0.9975314707189173,1.0,0.295090641088641,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,CategorySwap,0.035,hospital__City__ECAR__CategorySwap__r0.035.csv,143,0.2949083940023939,0.9973496507097791,1.0,0.2949083940023939,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,CategorySwap,0.04,hospital__City__ECAR__CategorySwap__r0.04.csv,143,0.2946881224301223,0.9971188815323623,1.0,0.2946881224301223,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,CategorySwap,0.045,hospital__City__ECAR__CategorySwap__r0.045.csv,143,0.29445126856926845,0.9968951052719063,1.0,0.29445126856926845,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,CategorySwap,0.05,hospital__City__ECAR__CategorySwap__r0.05.csv,143,0.29428486826686817,0.996727273597584,0.965034965034965,0.2839951875582364,0.034965034965035,0.8960003213152723,0.736842105263158,0,0.16666666666666666
hospital,City,ECAR,MissingValue,0.0,hospital__City__ECAR__MissingValue__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,MissingValue,0.01,hospital__City__ECAR__MissingValue__r0.01.csv,143,0.2960153889973889,0.9984405607610316,1.0,0.2960153889973889,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,MissingValue,0.015,hospital__City__ECAR__MissingValue__r0.015.csv,143,0.295800773150773,0.9982097915836148,1.0,0.295800773150773,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,MissingValue,0.02,hospital__City__ECAR__MissingValue__r0.02.csv,143,0.29562045369845363,0.9980209807415942,1.0,0.29562045369845363,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,MissingValue,0.025,hospital__City__ECAR__MissingValue__r0.025.csv,143,0.2954170155750155,0.9978111907318755,1.0,0.2954170155750155,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,MissingValue,0.03,hospital__City__ECAR__MissingValue__r0.03.csv,143,0.29517802206402194,0.9975804215544587,1.0,0.29517802206402194,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,MissingValue,0.035,hospital__City__ECAR__MissingValue__r0.035.csv,143,0.295060495138495,0.9974475544649404,1.0,0.295060495138495,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,MissingValue,0.04,hospital__City__ECAR__MissingValue__r0.04.csv,143,0.294734147140147,0.9971328673662839,1.0,0.294734147140147,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,MissingValue,0.045,hospital__City__ECAR__MissingValue__r0.045.csv,143,0.29449737156737144,0.9969370631904869,1.0,0.29449737156737144,0.0,1.0,1.0,1,1.0
hospital,City,ECAR,MissingValue,0.05,hospital__City__ECAR__MissingValue__r0.05.csv,143,0.2943930945350945,0.996790210267047,0.965034965034965,0.28409962969121005,0.034965034965035,0.8959263543903874,0.736842105263158,0,0.16666666666666666
hospital,City,ECAR,Typo,0.0,hospital__City__ECAR__Typo__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,CategorySwap,0.0,hospital__City__ENAR__CategorySwap__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,CategorySwap,0.01,hospital__City__ENAR__CategorySwap__r0.01.csv,143,0.29600361011361,0.99842657492711,1.0,0.29600361011361,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,CategorySwap,0.015,hospital__City__ENAR__CategorySwap__r0.015.csv,143,0.29568884163884157,0.9981328686634143,1.0,0.29568884163884157,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,CategorySwap,0.02,hospital__City__ENAR__CategorySwap__r0.02.csv,143,0.2955959983619983,0.9980069949076726,1.0,0.2955959983619983,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,CategorySwap,0.025,hospital__City__ENAR__CategorySwap__r0.025.csv,143,0.2952751012411011,0.9977412603118203,1.0,0.2952751012411011,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,CategorySwap,0.03,hospital__City__ENAR__CategorySwap__r0.03.csv,143,0.29558696684096675,0.9980419586588453,1.0,0.29558696684096675,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,CategorySwap,0.035,hospital__City__ENAR__CategorySwap__r0.035.csv,143,0.2955108852768852,0.9979720286556057,1.0,0.2955108852768852,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,CategorySwap,0.04,hospital__City__ENAR__CategorySwap__r0.04.csv,143,0.2955493066913066,0.9980699303266886,1.0,0.2955493066913066,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,CategorySwap,0.045,hospital__City__ENAR__CategorySwap__r0.045.csv,143,0.29565395125195115,0.9982867153374465,1.0,0.29565395125195115,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,CategorySwap,0.05,hospital__City__ENAR__CategorySwap__r0.05.csv,143,0.29499412745612735,0.9974475544649404,0.993006993006993,0.29293123145993066,0.006993006993006978,0.979301421588919,0.9473684210526316,0,0.5
hospital,City,ENAR,MissingValue,0.0,hospital__City__ENAR__MissingValue__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,MissingValue,0.01,hospital__City__ENAR__MissingValue__r0.01.csv,143,0.29611182495782484,0.9984965049303495,1.0,0.29611182495782484,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,MissingValue,0.015,hospital__City__ENAR__MissingValue__r0.015.csv,143,0.2959283074543073,0.9983216799222506,1.0,0.2959283074543073,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,MissingValue,0.02,hospital__City__ENAR__MissingValue__r0.02.csv,143,0.29618022202622196,0.9985314695151536,1.0,0.29618022202622196,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,MissingValue,0.025,hospital__City__ENAR__MissingValue__r0.025.csv,143,0.2958083793583793,0.9982307711681286,1.0,0.2958083793583793,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,MissingValue,0.03,hospital__City__ENAR__MissingValue__r0.03.csv,143,0.2955382989282988,0.9979650365722763,1.0,0.2955382989282988,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,MissingValue,0.035,hospital__City__ENAR__MissingValue__r0.035.csv,143,0.29599378109578095,0.99842657492711,1.0,0.29599378109578095,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,MissingValue,0.04,hospital__City__ENAR__MissingValue__r0.04.csv,143,0.2954247555107554,0.9978321698995737,1.0,0.2954247555107554,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,MissingValue,0.045,hospital__City__ENAR__MissingValue__r0.045.csv,143,0.29597335921935913,0.9984265740934786,1.0,0.29597335921935913,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,MissingValue,0.05,hospital__City__ENAR__MissingValue__r0.05.csv,143,0.2954508934248933,0.9978041965644676,1.0,0.2954508934248933,0.0,1.0,1.0,1,1.0
hospital,City,ENAR,Typo,0.0,hospital__City__ENAR__Typo__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,CategorySwap,0.0,hospital__Condition__EAR__CategorySwap__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,CategorySwap,0.01,hospital__Condition__EAR__CategorySwap__r0.01.csv,143,0.2961901664601664,0.9986363649368286,1.0,0.2961901664601664,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,CategorySwap,0.015,hospital__Condition__EAR__CategorySwap__r0.015.csv,143,0.2961438574938574,0.9985314699319693,1.0,0.2961438574938574,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,CategorySwap,0.02,hospital__Condition__EAR__CategorySwap__r0.02.csv,143,0.2960325969745969,0.99842657492711,1.0,0.2960325969745969,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,CategorySwap,0.025,hospital__Condition__EAR__CategorySwap__r0.025.csv,143,0.2958654667674667,0.9983216799222506,1.0,0.2958654667674667,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,CategorySwap,0.03,hospital__Condition__EAR__CategorySwap__r0.03.csv,143,0.2957702616882616,0.9982167849173913,1.0,0.2957702616882616,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,CategorySwap,0.035,hospital__Condition__EAR__CategorySwap__r0.035.csv,143,0.295697153111153,0.9981118886620848,1.0,0.295697153111153,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,CategorySwap,0.04,hospital__Condition__EAR__CategorySwap__r0.04.csv,143,0.2955918120218119,0.9980069936572254,1.0,0.2955918120218119,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,CategorySwap,0.045,hospital__Condition__EAR__CategorySwap__r0.045.csv,143,0.2954781999481999,0.9979020986523661,1.0,0.2954781999481999,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,CategorySwap,0.05,hospital__Condition__EAR__CategorySwap__r0.05.csv,143,0.2953975501795501,0.9977972036475068,0.9790209790209791,0.28920039877718196,0.020979020979020935,0.9525043203182301,0.8421052631578947,0,0.25
hospital,Condition,EAR,MissingValue,0.0,hospital__Condition__EAR__MissingValue__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,MissingValue,0.01,hospital__Condition__EAR__MissingValue__r0.01.csv,143,0.29632539024339016,0.9986363649368286,1.0,0.29632539024339016,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,MissingValue,0.015,hospital__Condition__EAR__MissingValue__r0.015.csv,143,0.29627158062958053,0.9985314699319693,1.0,0.29627158062958053,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,MissingValue,0.02,hospital__Condition__EAR__MissingValue__r0.02.csv,143,0.2962004992544992,0.99842657492711,1.0,0.2962004992544992,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,MissingValue,0.025,hospital__Condition__EAR__MissingValue__r0.025.csv,143,0.2961594382214381,0.9983426586731331,1.0,0.2961594382214381,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,MissingValue,0.03,hospital__Condition__EAR__MissingValue__r0.03.csv,143,0.2960821764001763,0.9982167849173913,1.0,0.2960821764001763,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,MissingValue,0.035,hospital__Condition__EAR__MissingValue__r0.035.csv,143,0.2960161630301629,0.9981118886620848,1.0,0.2960161630301629,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,MissingValue,0.04,hospital__Condition__EAR__MissingValue__r0.04.csv,143,0.2959531904631904,0.9980069936572254,1.0,0.2959531904631904,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,MissingValue,0.045,hospital__Condition__EAR__MissingValue__r0.045.csv,143,0.2958791493731493,0.9979020986523661,1.0,0.2958791493731493,0.0,1.0,1.0,1,1.0
hospital,Condition,EAR,MissingValue,0.05,hospital__Condition__EAR__MissingValue__r0.05.csv,143,0.2958202717542716,0.9977972036475068,0.9790209790209791,0.28961425206711905,0.020979020979020935,0.9511422820640599,0.8421052631578947,0,0.25
hospital,Condition,EAR,Typo,0.0,hospital__Condition__EAR__Typo__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Condition,ECAR,CategorySwap,0.0,hospital__Condition__ECAR__CategorySwap__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Condition,ECAR,CategorySwap,0.01,hospital__Condition__ECAR__CategorySwap__r0.01.csv,143,0.2962010728070727,0.9986363649368286,1.0,0.2962010728070727,0.0,1.0,1.0,1,1.0
hospital,Condition,ECAR,CategorySwap,0.015,hospital__Condition__ECAR__CategorySwap__r0.015.csv,143,0.29613698443898434,0.9985384628489301,1.0,0.29613698443898434,0.0,1.0,1.0,1,1.0
hospital,Condition,ECAR,CategorySwap,0.02,hospital__Condition__ECAR__CategorySwap__r0.02.csv,143,0.29598923428323415,0.9984335678440708,1.0,0.29598923428323415,0.0,1.0,1.0,1,1.0
hospital,Condition,ECAR,CategorySwap,0.025,hospital__Condition__ECAR__CategorySwap__r0.025.csv,143,0.29589672622272617,0.9983216799222506,1.0,0.29589672622272617,0.0,1.0,1.0,1,1.0
hospital,Condition,ECAR,CategorySwap,0.03,hospital__Condition__ECAR__CategorySwap__r0.03.csv,143,0.29575347645547634,0.9982167849173913,1.0,0.29575347645547634,0.0,1.0,1.0,1,1.0
hospital,Condition,ECAR,CategorySwap,0.035,hospital__Condition__ECAR__CategorySwap__r0.035.csv,143,0.2956990992250991,0.9981118886620848,1.0,0.2956990992250991,0.0,1.0,1.0,1,1.0
hospital,Condition,ECAR,CategorySwap,0.04,hospital__Condition__ECAR__CategorySwap__r0.04.csv,143,0.29556259920059913,0.998013986991002,1.0,0.29556259920059913,0.0,1.0,1.0,1,1.0
hospital,Condition,ECAR,CategorySwap,0.045,hospital__Condition__ECAR__CategorySwap__r0.045.csv,143,0.2954754834974834,0.9979020986523661,1.0,0.2954754834974834,0.0,1.0,1.0,1,1.0
hospital,Condition,ECAR,CategorySwap,0.05,hospital__Condition__ECAR__CategorySwap__r0.05.csv,143,0.295332699146699,0.9978041965644676,0.986013986013986,0.291202171885906,0.013986013986013957,0.9682574840588638,0.8947368421052632,0,0.3333333333333333
hospital,Condition,ECAR,MissingValue,0.0,hospital__Condition__ECAR__MissingValue__r0.csv,143,0.29642339112539107,0.9988461549465473,1.0,0.29642339112539107,0.0,1.0,1.0,1,1.0
hospital,Condition,ECAR,MissingValue,0.01,hospital__Condition__ECAR__MissingValue__r0.01.csv,143,0.2963116458136457,0.9986363649368286,1.0,0.2963116458136457,0.0,1.0,1.0,1,1.0
hospital,Condition,ECAR,MissingValue,0.015,hospital__Condition__ECAR__MissingValue__r0.015.csv,143,0.29625155187355173,0.9985314699319693,1.0,0.29625155187355173,0.0,1.0,1.0,1,1.0
